"region";"civilstånd";"ålder";"kön";"2014"
"06 Jönköpings län";"skilda";"85-89 år";"män";158
"06 Jönköpings län";"skilda";"85-89 år";"kvinnor";298
"06 Jönköpings län";"skilda";"90-94 år";"män";53
"06 Jönköpings län";"skilda";"90-94 år";"kvinnor";111
"06 Jönköpings län";"skilda";"95-99 år";"män";8
"06 Jönköpings län";"skilda";"95-99 år";"kvinnor";21
"06 Jönköpings län";"skilda";"100+ år";"män";2
"06 Jönköpings län";"skilda";"100+ år";"kvinnor";1
"06 Jönköpings län";"änkor/änklingar";"0-4 år";"män";0
"06 Jönköpings län";"änkor/änklingar";"0-4 år";"kvinnor";0
"06 Jönköpings län";"änkor/änklingar";"5-9 år";"män";0
"06 Jönköpings län";"änkor/änklingar";"5-9 år";"kvinnor";0
"06 Jönköpings län";"änkor/änklingar";"10-14 år";"män";0
"06 Jönköpings län";"änkor/änklingar";"10-14 år";"kvinnor";0
"06 Jönköpings län";"änkor/änklingar";"15-19 år";"män";0
"06 Jönköpings län";"änkor/änklingar";"15-19 år";"kvinnor";0
"06 Jönköpings län";"änkor/änklingar";"20-24 år";"män";1
"06 Jönköpings län";"änkor/änklingar";"20-24 år";"kvinnor";1
"06 Jönköpings län";"änkor/änklingar";"25-29 år";"män";0
"06 Jönköpings län";"änkor/änklingar";"25-29 år";"kvinnor";4
"06 Jönköpings län";"änkor/änklingar";"30-34 år";"män";6
"06 Jönköpings län";"änkor/änklingar";"30-34 år";"kvinnor";12
"06 Jönköpings län";"änkor/änklingar";"35-39 år";"män";8
"06 Jönköpings län";"änkor/änklingar";"35-39 år";"kvinnor";40
"06 Jönköpings län";"änkor/änklingar";"40-44 år";"män";17
"06 Jönköpings län";"änkor/änklingar";"40-44 år";"kvinnor";63
"06 Jönköpings län";"änkor/änklingar";"45-49 år";"män";31
"06 Jönköpings län";"änkor/änklingar";"45-49 år";"kvinnor";124
"06 Jönköpings län";"änkor/änklingar";"50-54 år";"män";48
"06 Jönköpings län";"änkor/änklingar";"50-54 år";"kvinnor";177
"06 Jönköpings län";"änkor/änklingar";"55-59 år";"män";97
"06 Jönköpings län";"änkor/änklingar";"55-59 år";"kvinnor";325
"06 Jönköpings län";"änkor/änklingar";"60-64 år";"män";206
"06 Jönköpings län";"änkor/änklingar";"60-64 år";"kvinnor";581
"06 Jönköpings län";"änkor/änklingar";"65-69 år";"män";348
"06 Jönköpings län";"änkor/änklingar";"65-69 år";"kvinnor";1056
"06 Jönköpings län";"änkor/änklingar";"70-74 år";"män";521
"06 Jönköpings län";"änkor/änklingar";"70-74 år";"kvinnor";1669
"06 Jönköpings län";"änkor/änklingar";"75-79 år";"män";590
"06 Jönköpings län";"änkor/änklingar";"75-79 år";"kvinnor";2233
"06 Jönköpings län";"änkor/änklingar";"80-84 år";"män";673
"06 Jönköpings län";"änkor/änklingar";"80-84 år";"kvinnor";2875
"06 Jönköpings län";"änkor/änklingar";"85-89 år";"män";675
"06 Jönköpings län";"änkor/änklingar";"85-89 år";"kvinnor";2801
"06 Jönköpings län";"änkor/änklingar";"90-94 år";"män";440
"06 Jönköpings län";"änkor/änklingar";"90-94 år";"kvinnor";1690
"06 Jönköpings län";"änkor/änklingar";"95-99 år";"män";124
"06 Jönköpings län";"änkor/änklingar";"95-99 år";"kvinnor";437
"06 Jönköpings län";"änkor/änklingar";"100+ år";"män";18
"06 Jönköpings län";"änkor/änklingar";"100+ år";"kvinnor";56
"07 Kronobergs län";"ogifta";"0-4 år";"män";5687
"07 Kronobergs län";"ogifta";"0-4 år";"kvinnor";5355
"07 Kronobergs län";"ogifta";"5-9 år";"män";5738
"07 Kronobergs län";"ogifta";"5-9 år";"kvinnor";5408
"07 Kronobergs län";"ogifta";"10-14 år";"män";5361
"07 Kronobergs län";"ogifta";"10-14 år";"kvinnor";5079
"07 Kronobergs län";"ogifta";"15-19 år";"män";5575
"07 Kronobergs län";"ogifta";"15-19 år";"kvinnor";5118
"07 Kronobergs län";"ogifta";"20-24 år";"män";6899
"07 Kronobergs län";"ogifta";"20-24 år";"kvinnor";5920
"07 Kronobergs län";"ogifta";"25-29 år";"män";5378
"07 Kronobergs län";"ogifta";"25-29 år";"kvinnor";4095
"07 Kronobergs län";"ogifta";"30-34 år";"män";3569
"07 Kronobergs län";"ogifta";"30-34 år";"kvinnor";2595
"07 Kronobergs län";"ogifta";"35-39 år";"män";2870
"07 Kronobergs län";"ogifta";"35-39 år";"kvinnor";2017
"07 Kronobergs län";"ogifta";"40-44 år";"män";2415
"07 Kronobergs län";"ogifta";"40-44 år";"kvinnor";1840
"07 Kronobergs län";"ogifta";"45-49 år";"män";2385
"07 Kronobergs län";"ogifta";"45-49 år";"kvinnor";1741
"07 Kronobergs län";"ogifta";"50-54 år";"män";1903
"07 Kronobergs län";"ogifta";"50-54 år";"kvinnor";1388
"07 Kronobergs län";"ogifta";"55-59 år";"män";1554
"07 Kronobergs län";"ogifta";"55-59 år";"kvinnor";978
"07 Kronobergs län";"ogifta";"60-64 år";"män";1161
"07 Kronobergs län";"ogifta";"60-64 år";"kvinnor";733
"07 Kronobergs län";"ogifta";"65-69 år";"män";944
"07 Kronobergs län";"ogifta";"65-69 år";"kvinnor";472
"07 Kronobergs län";"ogifta";"70-74 år";"män";507
"07 Kronobergs län";"ogifta";"70-74 år";"kvinnor";276
"07 Kronobergs län";"ogifta";"75-79 år";"män";298
"07 Kronobergs län";"ogifta";"75-79 år";"kvinnor";197
"07 Kronobergs län";"ogifta";"80-84 år";"män";235
"07 Kronobergs län";"ogifta";"80-84 år";"kvinnor";157
"07 Kronobergs län";"ogifta";"85-89 år";"män";133
"07 Kronobergs län";"ogifta";"85-89 år";"kvinnor";126
"07 Kronobergs län";"ogifta";"90-94 år";"män";52
"07 Kronobergs län";"ogifta";"90-94 år";"kvinnor";59
"07 Kronobergs län";"ogifta";"95-99 år";"män";12
"07 Kronobergs län";"ogifta";"95-99 år";"kvinnor";17
"07 Kronobergs län";"ogifta";"100+ år";"män";0
"07 Kronobergs län";"ogifta";"100+ år";"kvinnor";2
"07 Kronobergs län";"gifta";"0-4 år";"män";0
"07 Kronobergs län";"gifta";"0-4 år";"kvinnor";0
"07 Kronobergs län";"gifta";"5-9 år";"män";0
"07 Kronobergs län";"gifta";"5-9 år";"kvinnor";0
"07 Kronobergs län";"gifta";"10-14 år";"män";0
"07 Kronobergs län";"gifta";"10-14 år";"kvinnor";0
"07 Kronobergs län";"gifta";"15-19 år";"män";8
"07 Kronobergs län";"gifta";"15-19 år";"kvinnor";38
"07 Kronobergs län";"gifta";"20-24 år";"män";218
"07 Kronobergs län";"gifta";"20-24 år";"kvinnor";480
"07 Kronobergs län";"gifta";"25-29 år";"män";831
"07 Kronobergs län";"gifta";"25-29 år";"kvinnor";1293
"07 Kronobergs län";"gifta";"30-34 år";"män";1848
"07 Kronobergs län";"gifta";"30-34 år";"kvinnor";2372
"07 Kronobergs län";"gifta";"35-39 år";"män";2709
"07 Kronobergs län";"gifta";"35-39 år";"kvinnor";2871
"07 Kronobergs län";"gifta";"40-44 år";"män";3022
"07 Kronobergs län";"gifta";"40-44 år";"kvinnor";3175
"07 Kronobergs län";"gifta";"45-49 år";"män";3393
"07 Kronobergs län";"gifta";"45-49 år";"kvinnor";3420
"07 Kronobergs län";"gifta";"50-54 år";"män";3076
"07 Kronobergs län";"gifta";"50-54 år";"kvinnor";3117
"07 Kronobergs län";"gifta";"55-59 år";"män";3158
"07 Kronobergs län";"gifta";"55-59 år";"kvinnor";3319
"07 Kronobergs län";"gifta";"60-64 år";"män";3623
"07 Kronobergs län";"gifta";"60-64 år";"kvinnor";3675
"07 Kronobergs län";"gifta";"65-69 år";"män";4014
"07 Kronobergs län";"gifta";"65-69 år";"kvinnor";3719
"07 Kronobergs län";"gifta";"70-74 år";"män";3286
"07 Kronobergs län";"gifta";"70-74 år";"kvinnor";2821
"07 Kronobergs län";"gifta";"75-79 år";"män";2233
"07 Kronobergs län";"gifta";"75-79 år";"kvinnor";1840
"07 Kronobergs län";"gifta";"80-84 år";"män";1481
"07 Kronobergs län";"gifta";"80-84 år";"kvinnor";1055
"07 Kronobergs län";"gifta";"85-89 år";"män";807
"07 Kronobergs län";"gifta";"85-89 år";"kvinnor";431
"07 Kronobergs län";"gifta";"90-94 år";"män";257
"07 Kronobergs län";"gifta";"90-94 år";"kvinnor";97
"07 Kronobergs län";"gifta";"95-99 år";"män";33
"07 Kronobergs län";"gifta";"95-99 år";"kvinnor";7
"07 Kronobergs län";"gifta";"100+ år";"män";1
"07 Kronobergs län";"gifta";"100+ år";"kvinnor";0
"07 Kronobergs län";"skilda";"0-4 år";"män";0
"07 Kronobergs län";"skilda";"0-4 år";"kvinnor";0
"07 Kronobergs län";"skilda";"5-9 år";"män";0
"07 Kronobergs län";"skilda";"5-9 år";"kvinnor";0
"07 Kronobergs län";"skilda";"10-14 år";"män";0
"07 Kronobergs län";"skilda";"10-14 år";"kvinnor";0
"07 Kronobergs län";"skilda";"15-19 år";"män";0
"07 Kronobergs län";"skilda";"15-19 år";"kvinnor";0
"07 Kronobergs län";"skilda";"20-24 år";"män";9
"07 Kronobergs län";"skilda";"20-24 år";"kvinnor";33
"07 Kronobergs län";"skilda";"25-29 år";"män";81
"07 Kronobergs län";"skilda";"25-29 år";"kvinnor";142
"07 Kronobergs län";"skilda";"30-34 år";"män";192
"07 Kronobergs län";"skilda";"30-34 år";"kvinnor";265
"07 Kronobergs län";"skilda";"35-39 år";"män";291
"07 Kronobergs län";"skilda";"35-39 år";"kvinnor";427
"07 Kronobergs län";"skilda";"40-44 år";"män";515
"07 Kronobergs län";"skilda";"40-44 år";"kvinnor";640
"07 Kronobergs län";"skilda";"45-49 år";"män";689
"07 Kronobergs län";"skilda";"45-49 år";"kvinnor";947
"07 Kronobergs län";"skilda";"50-54 år";"män";853
"07 Kronobergs län";"skilda";"50-54 år";"kvinnor";1015
"07 Kronobergs län";"skilda";"55-59 år";"män";867
"07 Kronobergs län";"skilda";"55-59 år";"kvinnor";987
"07 Kronobergs län";"skilda";"60-64 år";"män";916
"07 Kronobergs län";"skilda";"60-64 år";"kvinnor";1004
"07 Kronobergs län";"skilda";"65-69 år";"män";953
"07 Kronobergs län";"skilda";"65-69 år";"kvinnor";1082
"07 Kronobergs län";"skilda";"70-74 år";"män";713
"07 Kronobergs län";"skilda";"70-74 år";"kvinnor";811
"07 Kronobergs län";"skilda";"75-79 år";"män";426
"07 Kronobergs län";"skilda";"75-79 år";"kvinnor";531
"07 Kronobergs län";"skilda";"80-84 år";"män";231
"07 Kronobergs län";"skilda";"80-84 år";"kvinnor";337
"07 Kronobergs län";"skilda";"85-89 år";"män";110
"07 Kronobergs län";"skilda";"85-89 år";"kvinnor";183
"07 Kronobergs län";"skilda";"90-94 år";"män";29
"07 Kronobergs län";"skilda";"90-94 år";"kvinnor";64
"07 Kronobergs län";"skilda";"95-99 år";"män";2
"07 Kronobergs län";"skilda";"95-99 år";"kvinnor";9
"07 Kronobergs län";"skilda";"100+ år";"män";0
"07 Kronobergs län";"skilda";"100+ år";"kvinnor";2
"07 Kronobergs län";"änkor/änklingar";"0-4 år";"män";0
"07 Kronobergs län";"änkor/änklingar";"0-4 år";"kvinnor";0
"07 Kronobergs län";"änkor/änklingar";"5-9 år";"män";0
"07 Kronobergs län";"änkor/änklingar";"5-9 år";"kvinnor";0
"07 Kronobergs län";"änkor/änklingar";"10-14 år";"män";0
"07 Kronobergs län";"änkor/änklingar";"10-14 år";"kvinnor";0
"07 Kronobergs län";"änkor/änklingar";"15-19 år";"män";0
"07 Kronobergs län";"änkor/änklingar";"15-19 år";"kvinnor";0
"07 Kronobergs län";"änkor/änklingar";"20-24 år";"män";0
"07 Kronobergs län";"änkor/änklingar";"20-24 år";"kvinnor";6
"07 Kronobergs län";"änkor/änklingar";"25-29 år";"män";0
"07 Kronobergs län";"änkor/änklingar";"25-29 år";"kvinnor";11
"07 Kronobergs län";"änkor/änklingar";"30-34 år";"män";2
"07 Kronobergs län";"änkor/änklingar";"30-34 år";"kvinnor";12
"07 Kronobergs län";"änkor/änklingar";"35-39 år";"män";7
"07 Kronobergs län";"änkor/änklingar";"35-39 år";"kvinnor";19
"07 Kronobergs län";"änkor/änklingar";"40-44 år";"män";8
"07 Kronobergs län";"änkor/änklingar";"40-44 år";"kvinnor";31
"07 Kronobergs län";"änkor/änklingar";"45-49 år";"män";22
"07 Kronobergs län";"änkor/änklingar";"45-49 år";"kvinnor";53
"07 Kronobergs län";"änkor/änklingar";"50-54 år";"män";29
"07 Kronobergs län";"änkor/änklingar";"50-54 år";"kvinnor";88
"07 Kronobergs län";"änkor/änklingar";"55-59 år";"män";64
"07 Kronobergs län";"änkor/änklingar";"55-59 år";"kvinnor";188
"07 Kronobergs län";"änkor/änklingar";"60-64 år";"män";108
"07 Kronobergs län";"änkor/änklingar";"60-64 år";"kvinnor";310
"07 Kronobergs län";"änkor/änklingar";"65-69 år";"män";197
"07 Kronobergs län";"änkor/änklingar";"65-69 år";"kvinnor";580
"07 Kronobergs län";"änkor/änklingar";"70-74 år";"män";323
"07 Kronobergs län";"änkor/änklingar";"70-74 år";"kvinnor";806
"07 Kronobergs län";"änkor/änklingar";"75-79 år";"män";337
"07 Kronobergs län";"änkor/änklingar";"75-79 år";"kvinnor";1156
"07 Kronobergs län";"änkor/änklingar";"80-84 år";"män";365
"07 Kronobergs län";"änkor/änklingar";"80-84 år";"kvinnor";1570
"07 Kronobergs län";"änkor/änklingar";"85-89 år";"män";404
"07 Kronobergs län";"änkor/änklingar";"85-89 år";"kvinnor";1567
"07 Kronobergs län";"änkor/änklingar";"90-94 år";"män";239
"07 Kronobergs län";"änkor/änklingar";"90-94 år";"kvinnor";942
"07 Kronobergs län";"änkor/änklingar";"95-99 år";"män";54
"07 Kronobergs län";"änkor/änklingar";"95-99 år";"kvinnor";253
"07 Kronobergs län";"änkor/änklingar";"100+ år";"män";8
"07 Kronobergs län";"änkor/änklingar";"100+ år";"kvinnor";36
"08 Kalmar län";"ogifta";"0-4 år";"män";6282
"08 Kalmar län";"ogifta";"0-4 år";"kvinnor";6007
"08 Kalmar län";"ogifta";"5-9 år";"män";6206
"08 Kalmar län";"ogifta";"5-9 år";"kvinnor";5948
"08 Kalmar län";"ogifta";"10-14 år";"män";6234
"08 Kalmar län";"ogifta";"10-14 år";"kvinnor";5792
"08 Kalmar län";"ogifta";"15-19 år";"män";6523
"08 Kalmar län";"ogifta";"15-19 år";"kvinnor";5981
"08 Kalmar län";"ogifta";"20-24 år";"män";8104
"08 Kalmar län";"ogifta";"20-24 år";"kvinnor";7121
"08 Kalmar län";"ogifta";"25-29 år";"män";6231
"08 Kalmar län";"ogifta";"25-29 år";"kvinnor";4883
"08 Kalmar län";"ogifta";"30-34 år";"män";4225
"08 Kalmar län";"ogifta";"30-34 år";"kvinnor";3153
"08 Kalmar län";"ogifta";"35-39 år";"män";3401
"08 Kalmar län";"ogifta";"35-39 år";"kvinnor";2451
"08 Kalmar län";"ogifta";"40-44 år";"män";3180
"08 Kalmar län";"ogifta";"40-44 år";"kvinnor";2422
"08 Kalmar län";"ogifta";"45-49 år";"män";3223
"08 Kalmar län";"ogifta";"45-49 år";"kvinnor";2441
"08 Kalmar län";"ogifta";"50-54 år";"män";2744
"08 Kalmar län";"ogifta";"50-54 år";"kvinnor";1967
"08 Kalmar län";"ogifta";"55-59 år";"män";2233
"08 Kalmar län";"ogifta";"55-59 år";"kvinnor";1558
"08 Kalmar län";"ogifta";"60-64 år";"män";1816
"08 Kalmar län";"ogifta";"60-64 år";"kvinnor";1130
"08 Kalmar län";"ogifta";"65-69 år";"män";1375
"08 Kalmar län";"ogifta";"65-69 år";"kvinnor";781
"08 Kalmar län";"ogifta";"70-74 år";"män";832
"08 Kalmar län";"ogifta";"70-74 år";"kvinnor";446
"08 Kalmar län";"ogifta";"75-79 år";"män";464
"08 Kalmar län";"ogifta";"75-79 år";"kvinnor";281
"08 Kalmar län";"ogifta";"80-84 år";"män";278
"08 Kalmar län";"ogifta";"80-84 år";"kvinnor";171
"08 Kalmar län";"ogifta";"85-89 år";"män";157
"08 Kalmar län";"ogifta";"85-89 år";"kvinnor";151
"08 Kalmar län";"ogifta";"90-94 år";"män";57
"08 Kalmar län";"ogifta";"90-94 år";"kvinnor";79
"08 Kalmar län";"ogifta";"95-99 år";"män";12
"08 Kalmar län";"ogifta";"95-99 år";"kvinnor";11
"08 Kalmar län";"ogifta";"100+ år";"män";0
"08 Kalmar län";"ogifta";"100+ år";"kvinnor";1
"08 Kalmar län";"gifta";"0-4 år";"män";0
"08 Kalmar län";"gifta";"0-4 år";"kvinnor";0
"08 Kalmar län";"gifta";"5-9 år";"män";0
"08 Kalmar län";"gifta";"5-9 år";"kvinnor";0
"08 Kalmar län";"gifta";"10-14 år";"män";0
"08 Kalmar län";"gifta";"10-14 år";"kvinnor";0
"08 Kalmar län";"gifta";"15-19 år";"män";3
"08 Kalmar län";"gifta";"15-19 år";"kvinnor";20
"08 Kalmar län";"gifta";"20-24 år";"män";140
"08 Kalmar län";"gifta";"20-24 år";"kvinnor";379
"08 Kalmar län";"gifta";"25-29 år";"män";765
"08 Kalmar län";"gifta";"25-29 år";"kvinnor";1229
"08 Kalmar län";"gifta";"30-34 år";"män";1704
"08 Kalmar län";"gifta";"30-34 år";"kvinnor";2250
"08 Kalmar län";"gifta";"35-39 år";"män";2651
"08 Kalmar län";"gifta";"35-39 år";"kvinnor";2963
"08 Kalmar län";"gifta";"40-44 år";"män";3454
"08 Kalmar län";"gifta";"40-44 år";"kvinnor";3665
"08 Kalmar län";"gifta";"45-49 år";"män";3885
"08 Kalmar län";"gifta";"45-49 år";"kvinnor";4029
"08 Kalmar län";"gifta";"50-54 år";"män";3874
"08 Kalmar län";"gifta";"50-54 år";"kvinnor";4044
"08 Kalmar län";"gifta";"55-59 år";"män";4022
"08 Kalmar län";"gifta";"55-59 år";"kvinnor";4434
"08 Kalmar län";"gifta";"60-64 år";"män";4634
"08 Kalmar län";"gifta";"60-64 år";"kvinnor";4663
"08 Kalmar län";"gifta";"65-69 år";"män";5481
"08 Kalmar län";"gifta";"65-69 år";"kvinnor";5318
"08 Kalmar län";"gifta";"70-74 år";"män";4569
"08 Kalmar län";"gifta";"70-74 år";"kvinnor";3943
"08 Kalmar län";"gifta";"75-79 år";"män";3174
"08 Kalmar län";"gifta";"75-79 år";"kvinnor";2595
"08 Kalmar län";"gifta";"80-84 år";"män";1967
"08 Kalmar län";"gifta";"80-84 år";"kvinnor";1373
"08 Kalmar län";"gifta";"85-89 år";"män";1037
"08 Kalmar län";"gifta";"85-89 år";"kvinnor";492
"08 Kalmar län";"gifta";"90-94 år";"män";319
"08 Kalmar län";"gifta";"90-94 år";"kvinnor";93
"08 Kalmar län";"gifta";"95-99 år";"män";25
"08 Kalmar län";"gifta";"95-99 år";"kvinnor";10
"08 Kalmar län";"gifta";"100+ år";"män";1
"08 Kalmar län";"gifta";"100+ år";"kvinnor";0
"08 Kalmar län";"skilda";"0-4 år";"män";0
"08 Kalmar län";"skilda";"0-4 år";"kvinnor";0
"08 Kalmar län";"skilda";"5-9 år";"män";0
"08 Kalmar län";"skilda";"5-9 år";"kvinnor";0
"08 Kalmar län";"skilda";"10-14 år";"män";0
"08 Kalmar län";"skilda";"10-14 år";"kvinnor";0
"08 Kalmar län";"skilda";"15-19 år";"män";0
"08 Kalmar län";"skilda";"15-19 år";"kvinnor";2
"08 Kalmar län";"skilda";"20-24 år";"män";7
"08 Kalmar län";"skilda";"20-24 år";"kvinnor";29
"08 Kalmar län";"skilda";"25-29 år";"män";65
"08 Kalmar län";"skilda";"25-29 år";"kvinnor";135
"08 Kalmar län";"skilda";"30-34 år";"män";181
"08 Kalmar län";"skilda";"30-34 år";"kvinnor";252
"08 Kalmar län";"skilda";"35-39 år";"män";317
"08 Kalmar län";"skilda";"35-39 år";"kvinnor";457
"08 Kalmar län";"skilda";"40-44 år";"män";592
"08 Kalmar län";"skilda";"40-44 år";"kvinnor";832
"08 Kalmar län";"skilda";"45-49 år";"män";1001
"08 Kalmar län";"skilda";"45-49 år";"kvinnor";1205
"08 Kalmar län";"skilda";"50-54 år";"män";1131
"08 Kalmar län";"skilda";"50-54 år";"kvinnor";1390
"08 Kalmar län";"skilda";"55-59 år";"män";1240
"08 Kalmar län";"skilda";"55-59 år";"kvinnor";1434
"08 Kalmar län";"skilda";"60-64 år";"män";1366
"08 Kalmar län";"skilda";"60-64 år";"kvinnor";1513
"08 Kalmar län";"skilda";"65-69 år";"män";1540
"08 Kalmar län";"skilda";"65-69 år";"kvinnor";1678
"08 Kalmar län";"skilda";"70-74 år";"män";1190
"08 Kalmar län";"skilda";"70-74 år";"kvinnor";1284
"08 Kalmar län";"skilda";"75-79 år";"män";710
"08 Kalmar län";"skilda";"75-79 år";"kvinnor";803
"08 Kalmar län";"skilda";"80-84 år";"män";368
"08 Kalmar län";"skilda";"80-84 år";"kvinnor";481
"08 Kalmar län";"skilda";"85-89 år";"män";144
"08 Kalmar län";"skilda";"85-89 år";"kvinnor";238
"08 Kalmar län";"skilda";"90-94 år";"män";46
"08 Kalmar län";"skilda";"90-94 år";"kvinnor";73
"08 Kalmar län";"skilda";"95-99 år";"män";7
"08 Kalmar län";"skilda";"95-99 år";"kvinnor";15
"08 Kalmar län";"skilda";"100+ år";"män";0
"08 Kalmar län";"skilda";"100+ år";"kvinnor";4
"08 Kalmar län";"änkor/änklingar";"0-4 år";"män";0
"08 Kalmar län";"änkor/änklingar";"0-4 år";"kvinnor";0
"08 Kalmar län";"änkor/änklingar";"5-9 år";"män";0
"08 Kalmar län";"änkor/änklingar";"5-9 år";"kvinnor";0
"08 Kalmar län";"änkor/änklingar";"10-14 år";"män";0
"08 Kalmar län";"änkor/änklingar";"10-14 år";"kvinnor";0
"08 Kalmar län";"änkor/änklingar";"15-19 år";"män";0
"08 Kalmar län";"änkor/änklingar";"15-19 år";"kvinnor";0
"08 Kalmar län";"änkor/änklingar";"20-24 år";"män";0
"08 Kalmar län";"änkor/änklingar";"20-24 år";"kvinnor";2
"08 Kalmar län";"änkor/änklingar";"25-29 år";"män";0
"08 Kalmar län";"änkor/änklingar";"25-29 år";"kvinnor";7
"08 Kalmar län";"änkor/änklingar";"30-34 år";"män";1
"08 Kalmar län";"änkor/änklingar";"30-34 år";"kvinnor";11
"08 Kalmar län";"änkor/änklingar";"35-39 år";"män";1
"08 Kalmar län";"änkor/änklingar";"35-39 år";"kvinnor";26
"08 Kalmar län";"änkor/änklingar";"40-44 år";"män";8
"08 Kalmar län";"änkor/änklingar";"40-44 år";"kvinnor";47
"08 Kalmar län";"änkor/änklingar";"45-49 år";"män";19
"08 Kalmar län";"änkor/änklingar";"45-49 år";"kvinnor";78
"08 Kalmar län";"änkor/änklingar";"50-54 år";"män";37
"08 Kalmar län";"änkor/änklingar";"50-54 år";"kvinnor";158
"08 Kalmar län";"änkor/änklingar";"55-59 år";"män";88
"08 Kalmar län";"änkor/änklingar";"55-59 år";"kvinnor";235
"08 Kalmar län";"änkor/änklingar";"60-64 år";"män";155
"08 Kalmar län";"änkor/änklingar";"60-64 år";"kvinnor";430
"08 Kalmar län";"änkor/änklingar";"65-69 år";"män";331
"08 Kalmar län";"änkor/änklingar";"65-69 år";"kvinnor";906
"08 Kalmar län";"änkor/änklingar";"70-74 år";"män";454
"08 Kalmar län";"änkor/änklingar";"70-74 år";"kvinnor";1409
"08 Kalmar län";"änkor/änklingar";"75-79 år";"män";527
"08 Kalmar län";"änkor/änklingar";"75-79 år";"kvinnor";1797
"08 Kalmar län";"änkor/änklingar";"80-84 år";"män";585
"08 Kalmar län";"änkor/änklingar";"80-84 år";"kvinnor";2257
"08 Kalmar län";"änkor/änklingar";"85-89 år";"män";527
"08 Kalmar län";"änkor/änklingar";"85-89 år";"kvinnor";2158
"08 Kalmar län";"änkor/änklingar";"90-94 år";"män";335
"08 Kalmar län";"änkor/änklingar";"90-94 år";"kvinnor";1297
"08 Kalmar län";"änkor/änklingar";"95-99 år";"män";72
"08 Kalmar län";"änkor/änklingar";"95-99 år";"kvinnor";299
"08 Kalmar län";"änkor/änklingar";"100+ år";"män";6
"08 Kalmar län";"änkor/änklingar";"100+ år";"kvinnor";48
"09 Gotlands län";"ogifta";"0-4 år";"män";1443
"09 Gotlands län";"ogifta";"0-4 år";"kvinnor";1398
"09 Gotlands län";"ogifta";"5-9 år";"män";1526
"09 Gotlands län";"ogifta";"5-9 år";"kvinnor";1419
"09 Gotlands län";"ogifta";"10-14 år";"män";1440
"09 Gotlands län";"ogifta";"10-14 år";"kvinnor";1363
"09 Gotlands län";"ogifta";"15-19 år";"män";1534
"09 Gotlands län";"ogifta";"15-19 år";"kvinnor";1440
"09 Gotlands län";"ogifta";"20-24 år";"män";2119
"09 Gotlands län";"ogifta";"20-24 år";"kvinnor";1774
"09 Gotlands län";"ogifta";"25-29 år";"män";1383
"09 Gotlands län";"ogifta";"25-29 år";"kvinnor";1262
"09 Gotlands län";"ogifta";"30-34 år";"män";1035
"09 Gotlands län";"ogifta";"30-34 år";"kvinnor";813
"09 Gotlands län";"ogifta";"35-39 år";"män";853
"09 Gotlands län";"ogifta";"35-39 år";"kvinnor";738
"09 Gotlands län";"ogifta";"40-44 år";"män";828
"09 Gotlands län";"ogifta";"40-44 år";"kvinnor";727
"09 Gotlands län";"ogifta";"45-49 år";"män";782
"09 Gotlands län";"ogifta";"45-49 år";"kvinnor";720
"09 Gotlands län";"ogifta";"50-54 år";"män";741
"09 Gotlands län";"ogifta";"50-54 år";"kvinnor";618
"09 Gotlands län";"ogifta";"55-59 år";"män";684
"09 Gotlands län";"ogifta";"55-59 år";"kvinnor";531
"09 Gotlands län";"ogifta";"60-64 år";"män";557
"09 Gotlands län";"ogifta";"60-64 år";"kvinnor";379
"09 Gotlands län";"ogifta";"65-69 år";"män";399
"09 Gotlands län";"ogifta";"65-69 år";"kvinnor";285
"09 Gotlands län";"ogifta";"70-74 år";"män";231
"09 Gotlands län";"ogifta";"70-74 år";"kvinnor";165
"09 Gotlands län";"ogifta";"75-79 år";"män";103
"09 Gotlands län";"ogifta";"75-79 år";"kvinnor";86
"09 Gotlands län";"ogifta";"80-84 år";"män";69
"09 Gotlands län";"ogifta";"80-84 år";"kvinnor";56
"09 Gotlands län";"ogifta";"85-89 år";"män";30
"09 Gotlands län";"ogifta";"85-89 år";"kvinnor";40
"09 Gotlands län";"ogifta";"90-94 år";"män";16
"09 Gotlands län";"ogifta";"90-94 år";"kvinnor";15
"09 Gotlands län";"ogifta";"95-99 år";"män";2
"09 Gotlands län";"ogifta";"95-99 år";"kvinnor";5
"09 Gotlands län";"ogifta";"100+ år";"män";1
"09 Gotlands län";"ogifta";"100+ år";"kvinnor";1
"09 Gotlands län";"gifta";"0-4 år";"män";0
"09 Gotlands län";"gifta";"0-4 år";"kvinnor";0
"09 Gotlands län";"gifta";"5-9 år";"män";0
"09 Gotlands län";"gifta";"5-9 år";"kvinnor";0
"09 Gotlands län";"gifta";"10-14 år";"män";0
"09 Gotlands län";"gifta";"10-14 år";"kvinnor";0
"09 Gotlands län";"gifta";"15-19 år";"män";1
"09 Gotlands län";"gifta";"15-19 år";"kvinnor";1
"09 Gotlands län";"gifta";"20-24 år";"män";23
"09 Gotlands län";"gifta";"20-24 år";"kvinnor";33
"09 Gotlands län";"gifta";"25-29 år";"män";99
"09 Gotlands län";"gifta";"25-29 år";"kvinnor";190
"09 Gotlands län";"gifta";"30-34 år";"män";310
"09 Gotlands län";"gifta";"30-34 år";"kvinnor";417
"09 Gotlands län";"gifta";"35-39 år";"män";531
"09 Gotlands län";"gifta";"35-39 år";"kvinnor";618
